Titel: Kraftstoffpreise an öffentlichen Tankstellen
Herausgeber: Statistisches Bundesamt (Destatis) - Dashboard Deutschland
Weitere Information: 
Quelle;Markttransparenzstelle für Kraftstoffe;Markttransparenzstelle für Kraftstoffe;Markttransparenzstelle für Kraftstoffe
Einheit;;;

Datum;Super E10;Diesel;Super E5
2021-01-01;1,32;1,21;1,37
2021-01-02;1,33;1,22;1,38
2021-01-03;1,33;1,23;1,38
2021-01-04;1,34;1,22;1,38
2021-01-05;1,34;1,22;1,38
2021-01-06;1,34;1,23;1,39
2021-01-07;1,34;1,23;1,38
2021-01-08;1,34;1,23;1,39
2021-01-09;1,35;1,23;1,39
2021-01-10;1,35;1,23;1,4
2021-01-11;1,35;1,23;1,39
2021-01-12;1,35;1,23;1,39
2021-01-13;1,35;1,23;1,4
2021-01-14;1,35;1,24;1,4
2021-01-15;1,36;1,24;1,4
2021-01-16;1,36;1,24;1,41
2021-01-17;1,36;1,24;1,41
2021-01-18;1,36;1,24;1,41
2021-01-19;1,36;1,24;1,4
2021-01-20;1,36;1,24;1,4
2021-01-21;1,36;1,24;1,4
2021-01-22;1,36;1,24;1,4
2021-01-23;1,35;1,23;1,4
2021-01-24;1,36;1,24;1,41
2021-01-25;1,36;1,24;1,41
2021-01-26;1,36;1,23;1,4
2021-01-27;1,36;1,23;1,4
2021-01-28;1,36;1,23;1,41
2021-01-29;1,36;1,24;1,41
2021-01-30;1,37;1,24;1,41
2021-01-31;1,37;1,24;1,42
2021-02-01;1,37;1,24;1,41
2021-02-02;1,37;1,24;1,41
2021-02-03;1,37;1,24;1,42
2021-02-04;1,38;1,25;1,43
2021-02-05;1,38;1,25;1,43
2021-02-06;1,37;1,25;1,42
2021-02-07;1,38;1,26;1,43
2021-02-08;1,38;1,26;1,43
2021-02-09;1,38;1,26;1,44
2021-02-10;1,38;1,27;1,44
2021-02-11;1,38;1,27;1,44
2021-02-12;1,38;1,27;1,44
2021-02-13;1,38;1,28;1,44
2021-02-14;1,38;1,28;1,44
2021-02-15;1,39;1,28;1,44
2021-02-16;1,39;1,28;1,44
2021-02-17;1,39;1,28;1,44
2021-02-18;1,4;1,28;1,45
2021-02-19;1,4;1,29;1,46
2021-02-20;1,41;1,3;1,47
2021-02-21;1,41;1,3;1,47
2021-02-22;1,41;1,3;1,47
2021-02-23;1,41;1,3;1,47
2021-02-24;1,42;1,3;1,47
2021-02-25;1,42;1,3;1,48
2021-02-26;1,43;1,3;1,49
2021-02-27;1,44;1,31;1,49
2021-02-28;1,44;1,31;1,5
2021-03-01;1,44;1,31;1,49
2021-03-02;1,44;1,31;1,49
2021-03-03;1,44;1,31;1,49
2021-03-04;1,44;1,31;1,5
2021-03-05;1,44;1,31;1,5
2021-03-06;1,45;1,32;1,51
2021-03-07;1,45;1,32;1,51
2021-03-08;1,46;1,32;1,51
2021-03-09;1,46;1,33;1,51
2021-03-10;1,46;1,32;1,51
2021-03-11;1,46;1,32;1,51
2021-03-12;1,46;1,32;1,52
2021-03-13;1,47;1,33;1,53
2021-03-14;1,47;1,33;1,53
2021-03-15;1,47;1,33;1,53
2021-03-16;1,47;1,33;1,53
2021-03-17;1,47;1,32;1,53
2021-03-18;1,47;1,33;1,53
2021-03-19;1,46;1,32;1,52
2021-03-20;1,46;1,32;1,52
2021-03-21;1,46;1,32;1,52
2021-03-22;1,46;1,32;1,51
2021-03-23;1,45;1,31;1,51
2021-03-24;1,44;1,3;1,5
2021-03-25;1,44;1,3;1,5
2021-03-26;1,44;1,3;1,5
2021-03-27;1,45;1,3;1,51
2021-03-28;1,45;1,31;1,51
2021-03-29;1,46;1,31;1,52
2021-03-30;1,46;1,31;1,52
2021-03-31;1,47;1,31;1,52
2021-04-01;1,47;1,31;1,53
2021-04-02;1,47;1,32;1,53
2021-04-03;1,48;1,32;1,53
2021-04-04;1,48;1,32;1,53
2021-04-05;1,48;1,32;1,54
2021-04-06;1,48;1,32;1,53
2021-04-07;1,47;1,31;1,53
2021-04-08;1,47;1,31;1,53
2021-04-09;1,46;1,31;1,52
2021-04-10;1,46;1,31;1,52
2021-04-11;1,46;1,31;1,52
2021-04-12;1,46;1,31;1,52
2021-04-13;1,47;1,31;1,52
2021-04-14;1,47;1,31;1,52
2021-04-15;1,47;1,31;1,52
2021-04-16;1,46;1,31;1,52
2021-04-17;1,47;1,31;1,52
2021-04-18;1,47;1,31;1,53
2021-04-19;1,47;1,31;1,53
2021-04-20;1,47;1,31;1,53
2021-04-21;1,47;1,31;1,53
2021-04-22;1,47;1,31;1,52
2021-04-23;1,46;1,3;1,52
2021-04-24;1,46;1,31;1,52
2021-04-25;1,46;1,31;1,52
2021-04-26;1,47;1,31;1,53
2021-04-27;1,46;1,31;1,52
2021-04-28;1,47;1,31;1,52
2021-04-29;1,47;1,31;1,52
2021-04-30;1,46;1,31;1,52
2021-05-01;1,47;1,32;1,52
2021-05-02;1,47;1,32;1,53
2021-05-03;1,47;1,32;1,53
2021-05-04;1,47;1,32;1,53
2021-05-05;1,48;1,32;1,53
2021-05-06;1,48;1,33;1,54
2021-05-07;1,48;1,33;1,54
2021-05-08;1,48;1,33;1,54
2021-05-09;1,49;1,33;1,54
2021-05-10;1,49;1,33;1,54
2021-05-11;1,48;1,33;1,54
2021-05-12;1,48;1,33;1,54
2021-05-13;1,48;1,33;1,54
2021-05-14;1,48;1,33;1,54
2021-05-15;1,48;1,33;1,54
2021-05-16;1,49;1,34;1,54
2021-05-17;1,48;1,33;1,54
2021-05-18;1,48;1,33;1,54
2021-05-19;1,48;1,33;1,54
2021-05-20;1,48;1,33;1,54
2021-05-21;1,48;1,33;1,54
2021-05-22;1,48;1,33;1,54
2021-05-23;1,48;1,33;1,54
2021-05-24;1,49;1,34;1,54
2021-05-25;1,49;1,34;1,55
2021-05-26;1,49;1,34;1,55
2021-05-27;1,49;1,34;1,55
2021-05-28;1,5;1,34;1,55
2021-05-29;1,5;1,35;1,55
2021-05-30;1,5;1,35;1,55
2021-05-31;1,5;1,35;1,55
2021-06-01;1,5;1,35;1,56
2021-06-02;1,5;1,35;1,56
2021-06-03;1,5;1,35;1,56
2021-06-04;1,5;1,36;1,56
2021-06-05;1,5;1,36;1,56
2021-06-06;1,5;1,36;1,56
2021-06-07;1,5;1,36;1,55
2021-06-08;1,5;1,36;1,56
2021-06-09;1,5;1,35;1,55
2021-06-10;1,5;1,35;1,55
2021-06-11;1,5;1,36;1,56
2021-06-12;1,5;1,36;1,56
2021-06-13;1,5;1,36;1,56
2021-06-14;1,5;1,36;1,56
2021-06-15;1,5;1,36;1,56
2021-06-16;1,5;1,36;1,56
2021-06-17;1,5;1,36;1,56
2021-06-18;1,5;1,36;1,56
2021-06-19;1,5;1,36;1,56
2021-06-20;1,51;1,37;1,57
2021-06-21;1,51;1,37;1,57
2021-06-22;1,51;1,37;1,57
2021-06-23;1,51;1,37;1,57
2021-06-24;1,52;1,37;1,57
2021-06-25;1,53;1,38;1,58
2021-06-26;1,53;1,38;1,59
2021-06-27;1,53;1,38;1,59
2021-06-28;1,53;1,38;1,59
2021-06-29;1,53;1,38;1,58
2021-06-30;1,52;1,37;1,58
2021-07-01;1,53;1,38;1,59
2021-07-02;1,53;1,38;1,59
2021-07-03;1,54;1,38;1,59
2021-07-04;1,54;1,39;1,6
2021-07-05;1,54;1,39;1,6
2021-07-06;1,54;1,39;1,6
2021-07-07;1,54;1,39;1,6
2021-07-08;1,54;1,39;1,6
2021-07-09;1,54;1,39;1,6
2021-07-10;1,54;1,39;1,6
2021-07-11;1,55;1,39;1,61
2021-07-12;1,55;1,39;1,61
2021-07-13;1,55;1,39;1,6
2021-07-14;1,55;1,39;1,61
2021-07-15;1,55;1,39;1,61
2021-07-16;1,55;1,39;1,61
2021-07-17;1,55;1,39;1,61
2021-07-18;1,56;1,4;1,62
2021-07-19;1,56;1,4;1,62
2021-07-20;1,55;1,39;1,61
2021-07-21;1,54;1,38;1,6
2021-07-22;1,54;1,38;1,6
2021-07-23;1,55;1,39;1,61
2021-07-24;1,55;1,39;1,61
2021-07-25;1,55;1,39;1,61
2021-07-26;1,56;1,4;1,61
2021-07-27;1,56;1,39;1,61
2021-07-28;1,56;1,39;1,62
2021-07-29;1,56;1,4;1,62
2021-07-30;1,56;1,4;1,62
2021-07-31;1,57;1,4;1,62
2021-08-01;1,57;1,4;1,63
2021-08-02;1,57;1,4;1,63
2021-08-03;1,57;1,4;1,62
2021-08-04;1,56;1,4;1,62
2021-08-05;1,56;1,39;1,62
2021-08-06;1,56;1,39;1,62
2021-08-07;1,57;1,39;1,62
2021-08-08;1,57;1,4;1,63
2021-08-09;1,57;1,39;1,62
2021-08-10;1,56;1,38;1,62
2021-08-11;1,56;1,38;1,62
2021-08-12;1,56;1,39;1,62
2021-08-13;1,57;1,39;1,62
2021-08-14;1,57;1,39;1,62
2021-08-15;1,57;1,39;1,63
2021-08-16;1,57;1,39;1,62
2021-08-17;1,56;1,39;1,62
2021-08-18;1,56;1,38;1,61
2021-08-19;1,56;1,38;1,61
2021-08-20;1,55;1,38;1,61
2021-08-21;1,55;1,37;1,61
2021-08-22;1,55;1,38;1,61
2021-08-23;1,55;1,38;1,61
2021-08-24;1,54;1,37;1,6
2021-08-25;1,55;1,38;1,6
2021-08-26;1,55;1,38;1,61
2021-08-27;1,56;1,38;1,61
2021-08-28;1,56;1,39;1,61
2021-08-29;1,56;1,39;1,62
2021-08-30;1,56;1,39;1,62
2021-08-31;1,56;1,39;1,62
2021-09-01;1,56;1,39;1,62
2021-09-02;1,56;1,39;1,62
2021-09-03;1,56;1,39;1,62
2021-09-04;1,57;1,4;1,62
2021-09-05;1,57;1,4;1,63
2021-09-06;1,57;1,4;1,63
2021-09-07;1,57;1,39;1,62
2021-09-08;1,57;1,39;1,62
2021-09-09;1,56;1,39;1,62
2021-09-10;1,56;1,39;1,62
2021-09-11;1,57;1,4;1,63
2021-09-12;1,57;1,4;1,63
2021-09-13;1,57;1,4;1,63
2021-09-14;1,57;1,4;1,63
2021-09-15;1,57;1,4;1,63
2021-09-16;1,57;1,41;1,63
2021-09-17;1,58;1,41;1,63
2021-09-18;1,58;1,42;1,63
2021-09-19;1,58;1,42;1,63
2021-09-20;1,58;1,42;1,64
2021-09-21;1,58;1,42;1,63
2021-09-22;1,57;1,42;1,63
2021-09-23;1,57;1,42;1,63
2021-09-24;1,58;1,43;1,63
2021-09-25;1,58;1,44;1,64
2021-09-26;1,58;1,44;1,64
2021-09-27;1,58;1,44;1,63
2021-09-28;1,58;1,45;1,64
2021-09-29;1,59;1,45;1,64
2021-09-30;1,59;1,45;1,65
2021-10-01;1,6;1,46;1,66
2021-10-02;1,61;1,47;1,66
2021-10-03;1,61;1,47;1,67
2021-10-04;1,61;1,48;1,67
2021-10-05;1,61;1,48;1,67
2021-10-06;1,62;1,5;1,68
2021-10-07;1,63;1,51;1,69
2021-10-08;1,64;1,51;1,69
2021-10-09;1,64;1,52;1,7
2021-10-10;1,64;1,52;1,7
2021-10-11;1,65;1,52;1,7
2021-10-12;1,65;1,53;1,71
2021-10-13;1,65;1,53;1,71
2021-10-14;1,65;1,54;1,71
2021-10-15;1,66;1,55;1,72
2021-10-16;1,67;1,55;1,72
2021-10-17;1,67;1,56;1,73
2021-10-18;1,68;1,56;1,73
2021-10-19;1,68;1,57;1,73
2021-10-20;1,68;1,56;1,73
2021-10-21;1,68;1,56;1,73
2021-10-22;1,67;1,56;1,73
2021-10-23;1,67;1,56;1,73
2021-10-24;1,67;1,57;1,73
2021-10-25;1,68;1,57;1,74
2021-10-26;1,68;1,57;1,74
2021-10-27;1,69;1,57;1,74
2021-10-28;1,68;1,57;1,74
2021-10-29;1,68;1,57;1,74
2021-10-30;1,68;1,57;1,74
2021-10-31;1,68;1,57;1,74
2021-11-01;1,69;1,57;1,74
2021-11-02;1,69;1,57;1,74
2021-11-03;1,69;1,57;1,75
2021-11-04;1,69;1,57;1,75
2021-11-05;1,69;1,57;1,75
2021-11-06;1,69;1,57;1,75
2021-11-07;1,69;1,57;1,75
2021-11-08;1,7;1,58;1,75
2021-11-09;1,7;1,58;1,75
2021-11-10;1,7;1,58;1,75
2021-11-11;1,7;1,58;1,76
2021-11-12;1,7;1,58;1,76
2021-11-13;1,7;1,57;1,76
2021-11-14;1,71;1,58;1,76
2021-11-15;1,7;1,57;1,76
2021-11-16;1,7;1,56;1,76
2021-11-17;1,7;1,57;1,76
2021-11-18;1,7;1,57;1,76
2021-11-19;1,69;1,56;1,75
2021-11-20;1,69;1,56;1,74
2021-11-21;1,69;1,56;1,74
2021-11-22;1,69;1,56;1,74
2021-11-23;1,68;1,56;1,73
2021-11-24;1,67;1,56;1,73
2021-11-25;1,67;1,56;1,73
2021-11-26;1,67;1,56;1,73
2021-11-27;1,66;1,55;1,72
2021-11-28;1,66;1,55;1,71
2021-11-29;1,66;1,55;1,71
2021-11-30;1,64;1,54;1,7
2021-12-01;1,63;1,53;1,68
2021-12-02;1,61;1,53;1,67
2021-12-03;1,61;1,53;1,67
2021-12-04;1,6;1,52;1,66
2021-12-05;1,6;1,52;1,66
2021-12-06;1,61;1,52;1,66
2021-12-07;1,6;1,52;1,66
2021-12-08;1,6;1,53;1,66
2021-12-09;1,61;1,53;1,66
2021-12-10;1,61;1,53;1,67
2021-12-11;1,61;1,52;1,66
2021-12-12;1,61;1,53;1,67
2021-12-13;1,61;1,53;1,67
2021-12-14;1,62;1,53;1,67
2021-12-15;1,61;1,52;1,67
2021-12-16;1,6;1,52;1,66
2021-12-17;1,6;1,52;1,66
2021-12-18;1,6;1,51;1,66
2021-12-19;1,6;1,52;1,66
2021-12-20;1,6;1,52;1,66
2021-12-21;1,6;1,51;1,65
2021-12-22;1,59;1,51;1,65
2021-12-23;1,6;1,51;1,66
2021-12-24;1,61;1,52;1,66
2021-12-25;1,61;1,52;1,67
2021-12-26;1,61;1,52;1,67
2021-12-27;1,62;1,53;1,67
2021-12-28;1,62;1,53;1,68
2021-12-29;1,63;1,55;1,69
2021-12-30;1,64;1,55;1,69
2021-12-31;1,65;1,56;1,71
2022-01-01;1,67;1,58;1,73
2022-01-02;1,67;1,58;1,72
2022-01-03;1,66;1,58;1,72
2022-01-04;1,66;1,57;1,71
2022-01-05;1,66;1,58;1,72
2022-01-06;1,66;1,58;1,72
2022-01-07;1,65;1,57;1,71
2022-01-08;1,66;1,59;1,72
2022-01-09;1,66;1,59;1,72
2022-01-10;1,66;1,59;1,72
2022-01-11;1,66;1,59;1,72
2022-01-12;1,67;1,59;1,72
2022-01-13;1,67;1,6;1,72
2022-01-14;1,66;1,59;1,72
2022-01-15;1,67;1,6;1,73
2022-01-16;1,68;1,6;1,73
2022-01-17;1,68;1,6;1,73
2022-01-18;1,68;1,61;1,74
2022-01-19;1,69;1,62;1,74
2022-01-20;1,69;1,62;1,74
2022-01-21;1,69;1,62;1,74
2022-01-22;1,68;1,61;1,74
2022-01-23;1,69;1,62;1,74
2022-01-24;1,69;1,62;1,74
2022-01-25;1,69;1,62;1,75
2022-01-26;1,69;1,62;1,75
2022-01-27;1,69;1,62;1,75
2022-01-28;1,7;1,63;1,76
2022-01-29;1,71;1,63;1,76
2022-01-30;1,71;1,64;1,77
2022-01-31;1,71;1,64;1,77
2022-02-01;1,72;1,65;1,77
2022-02-02;1,72;1,65;1,78
2022-02-03;1,72;1,64;1,78
2022-02-04;1,71;1,64;1,77
2022-02-05;1,73;1,65;1,78
2022-02-06;1,73;1,66;1,78
2022-02-07;1,73;1,66;1,79
2022-02-08;1,73;1,66;1,79
2022-02-09;1,73;1,66;1,79
2022-02-10;1,73;1,65;1,78
2022-02-11;1,74;1,66;1,79
2022-02-12;1,74;1,66;1,8
2022-02-13;1,74;1,66;1,8
2022-02-14;1,75;1,66;1,8
2022-02-15;1,75;1,67;1,81
2022-02-16;1,75;1,67;1,81
2022-02-17;1,75;1,67;1,81
2022-02-18;1,75;1,67;1,8
2022-02-19;1,74;1,66;1,8
2022-02-20;1,74;1,66;1,8
2022-02-21;1,75;1,66;1,8
2022-02-22;1,75;1,66;1,81
2022-02-23;1,76;1,67;1,81
2022-02-24;1,76;1,68;1,82
2022-02-25;1,8;1,72;1,86
2022-02-26;1,81;1,73;1,87
2022-02-27;1,81;1,73;1,87
2022-02-28;1,82;1,74;1,87
2022-03-01;1,83;1,76;1,88
2022-03-02;1,86;1,8;1,91
2022-03-03;1,89;1,87;1,95
2022-03-04;1,93;1,94;1,99
2022-03-05;1,96;1,97;2,01
2022-03-06;1,96;1,98;2,02
2022-03-07;2,01;2,03;2,06
2022-03-08;2,1;2,15;2,16
2022-03-09;2,17;2,27;2,23
2022-03-10;2,2;2,33;2,26
2022-03-11;2,2;2,32;2,26
2022-03-12;2,2;2,31;2,25
2022-03-13;2,2;2,31;2,26
2022-03-14;2,2;2,31;2,26
2022-03-15;2,19;2,3;2,25
2022-03-16;2,16;2,26;2,22
2022-03-17;2,13;2,22;2,18
2022-03-18;2,08;2,17;2,14
2022-03-19;2,08;2,16;2,14
2022-03-20;2,09;2,16;2,14
2022-03-21;2,08;2,17;2,14
2022-03-22;2,08;2,18;2,14
2022-03-23;2,08;2,18;2,14
2022-03-24;2,08;2,18;2,13
2022-03-25;2,07;2,19;2,13
2022-03-26;2,06;2,18;2,12
2022-03-27;2,07;2,18;2,12
2022-03-28;2,07;2,18;2,12
2022-03-29;2,05;2,16;2,11
2022-03-30;2,03;2,13;2,09
2022-03-31;2,02;2,11;2,08
2022-04-01;2,01;2,08;2,06
2022-04-02;1,99;2,05;2,04
2022-04-03;1,99;2,04;2,04
2022-04-04;2,0;2,05;2,05
2022-04-05;1,99;2,05;2,05
2022-04-06;1,98;2,04;2,04
2022-04-07;1,98;2,03;2,04
2022-04-08;1,96;2,01;2,02
2022-04-09;1,96;2,0;2,02
2022-04-10;1,96;1,99;2,02
2022-04-11;1,96;1,99;2,02
2022-04-12;1,95;1,97;2,0
2022-04-13;1,94;1,97;2,0
2022-04-14;1,95;1,98;2,01
2022-04-15;1,96;2,0;2,01
2022-04-16;1,96;2,01;2,02
2022-04-17;1,96;2,01;2,02
2022-04-18;1,97;2,02;2,02
2022-04-19;1,97;2,03;2,03
2022-04-20;1,98;2,04;2,03
2022-04-21;1,97;2,04;2,03
2022-04-22;1,97;2,03;2,03
2022-04-23;1,96;2,03;2,02
2022-04-24;1,96;2,02;2,02
2022-04-25;1,97;2,03;2,02
2022-04-26;1,96;2,02;2,01
2022-04-27;1,95;2,01;2,01
2022-04-28;1,97;2,03;2,02
2022-04-29;1,98;2,04;2,04
2022-04-30;1,99;2,06;2,05
2022-05-01;1,99;2,06;2,05
2022-05-02;2,0;2,07;2,06
2022-05-03;2,0;2,08;2,06
2022-05-04;2,0;2,08;2,05
2022-05-05;2,01;2,09;2,07
2022-05-06;2,02;2,08;2,07
2022-05-07;2,02;2,07;2,08
2022-05-08;2,03;2,07;2,08
2022-05-09;2,03;2,07;2,09
2022-05-10;2,04;2,05;2,09
2022-05-11;2,03;2,04;2,09
2022-05-12;2,03;2,03;2,09
2022-05-13;2,04;2,03;2,1
2022-05-14;2,06;2,03;2,12
2022-05-15;2,07;2,03;2,12
2022-05-16;2,07;2,03;2,13
2022-05-17;2,09;2,03;2,15
2022-05-18;2,1;2,03;2,16
2022-05-19;2,1;2,02;2,16
2022-05-20;2,09;2,0;2,14
2022-05-21;2,09;2,0;2,15
2022-05-22;2,09;2,0;2,15
2022-05-23;2,1;2,0;2,15
2022-05-24;2,09;2,0;2,15
2022-05-25;2,08;1,98;2,13
2022-05-26;2,08;1,99;2,14
2022-05-27;2,09;2,0;2,15
2022-05-28;2,12;2,02;2,18
2022-05-29;2,13;2,02;2,19
2022-05-30;2,14;2,03;2,19
2022-05-31;2,15;2,04;2,21
2022-06-01;1,88;1,93;1,94
2022-06-02;1,9;1,95;1,95
2022-06-03;1,92;1,97;1,98
2022-06-04;1,94;1,97;1,99
2022-06-05;1,94;1,97;2,0
2022-06-06;1,94;1,97;2,0
2022-06-07;1,95;1,99;2,0
2022-06-08;1,95;2,01;2,01
2022-06-09;1,94;2,01;2,0
2022-06-10;1,95;2,02;2,0
2022-06-11;1,95;2,03;2,01
2022-06-12;1,95;2,03;2,01
2022-06-13;1,95;2,04;2,01
2022-06-14;1,94;2,04;2,0
2022-06-15;1,94;2,04;2,0
2022-06-16;1,93;2,04;1,99
2022-06-17;1,93;2,05;1,98
2022-06-18;1,92;2,05;1,98
2022-06-19;1,92;2,06;1,97
2022-06-20;1,92;2,06;1,97
2022-06-21;1,9;2,05;1,95
2022-06-22;1,89;2,05;1,94
2022-06-23;1,88;2,05;1,93
2022-06-24;1,87;2,04;1,92
2022-06-25;1,87;2,04;1,92
2022-06-26;1,87;2,04;1,92
2022-06-27;1,87;2,05;1,93
2022-06-28;1,87;2,03;1,92
2022-06-29;1,87;2,02;1,92
2022-06-30;1,86;2,01;1,92
2022-07-01;1,85;2,0;1,91
2022-07-02;1,84;1,99;1,9
2022-07-03;1,84;1,99;1,9
2022-07-04;1,84;2,0;1,9
2022-07-05;1,85;1,99;1,9
2022-07-06;1,83;1,97;1,89
2022-07-07;1,82;1,96;1,88
2022-07-08;1,82;1,95;1,87
2022-07-09;1,82;1,96;1,88
2022-07-10;1,82;1,95;1,88
2022-07-11;1,82;1,96;1,88
2022-07-12;1,83;1,97;1,88
2022-07-13;1,82;1,97;1,88
2022-07-14;1,81;1,97;1,87
2022-07-15;1,8;1,97;1,86
2022-07-16;1,8;1,97;1,86
2022-07-17;1,8;1,97;1,86
2022-07-18;1,81;1,97;1,86
2022-07-19;1,79;1,96;1,85
2022-07-20;1,77;1,94;1,83
2022-07-21;1,77;1,94;1,83
2022-07-22;1,76;1,93;1,81
2022-07-23;1,76;1,93;1,81
2022-07-24;1,75;1,93;1,81
2022-07-25;1,76;1,94;1,82
2022-07-26;1,75;1,93;1,81
2022-07-27;1,76;1,93;1,81
2022-07-28;1,76;1,94;1,81
2022-07-29;1,76;1,95;1,82
2022-07-30;1,75;1,94;1,81
2022-07-31;1,74;1,94;1,8
2022-08-01;1,75;1,94;1,81
2022-08-02;1,73;1,93;1,79
2022-08-03;1,73;1,92;1,79
2022-08-04;1,73;1,91;1,79
2022-08-05;1,73;1,91;1,78
2022-08-06;1,71;1,9;1,77
2022-08-07;1,71;1,9;1,77
2022-08-08;1,72;1,9;1,78
2022-08-09;1,71;1,89;1,77
2022-08-10;1,7;1,89;1,76
2022-08-11;1,7;1,89;1,76
2022-08-12;1,69;1,9;1,75
2022-08-13;1,7;1,92;1,76
2022-08-14;1,7;1,92;1,76
2022-08-15;1,71;1,92;1,77
2022-08-16;1,71;1,93;1,77
2022-08-17;1,71;1,93;1,77
2022-08-18;1,71;1,94;1,77
2022-08-19;1,72;1,96;1,78
2022-08-20;1,72;1,96;1,78
2022-08-21;1,72;1,96;1,78
2022-08-22;1,73;1,97;1,79
2022-08-23;1,74;1,99;1,79
2022-08-24;1,75;2,01;1,8
2022-08-25;1,76;2,03;1,82
2022-08-26;1,77;2,05;1,82
2022-08-27;1,77;2,06;1,82
2022-08-28;1,77;2,07;1,82
2022-08-29;1,78;2,08;1,83
2022-08-30;1,78;2,08;1,83
2022-08-31;1,79;2,09;1,85
2022-09-01;2,02;2,18;2,08
2022-09-02;2,03;2,17;2,08
2022-09-03;2,01;2,16;2,07
2022-09-04;2,01;2,16;2,07
